City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Sault Sainte Marie,CA,46.5168,-84.3333,19.69,57,100,5.75,overcast clouds
455,Quatre Cocos,MU,-20.2078,57.7625,78.91,84,10,10.18,clear sky
456,Bereda,ES,43.2686,-7.5406,46.15,100,100,7.4,moderate rain
457,Bathurst,AU,-33.4166,149.5806,72.72,59,79,6.24,broken clouds
458,Trelew,AR,-43.249,-65.3051,58.32,60,1,6.71,clear sky
459,Labuhan,ID,-6.8844,112.2051,81.01,77,27,5.35,scattered clouds
460,Altay,CN,47.8667,88.1167,24.28,93,76,2.53,broken clouds
461,Bireun,ID,5.203,96.7009,78.96,80,100,3.47,overcast clouds
462,Corowa,AU,-36.0333,146.3833,75.42,45,0,7.43,clear sky
463,Punta De Piedra,VE,7.6176,-71.4916,78.21,70,11,2.59,few clouds
464,Faya,SA,18.3851,42.4509,62.71,67,100,4.34,overcast clouds
465,Gazojak,TM,41.1875,61.4036,54.03,66,100,7.72,overcast clouds
466,Tokoroa,NZ,-38.2333,175.8667,70.95,58,0,3.0,clear sky
467,Verkhnyaya Toyma,RU,62.2349,44.9985,16.45,96,100,7.34,overcast clouds
468,Liverpool,GB,53.4106,-2.9779,53.29,86,75,12.66,broken clouds
469,Nuuk,GL,64.1835,-51.7216,-11.33,88,17,6.62,few clouds
470,Indianola,US,41.3581,-93.5574,21.0,73,100,1.12,overcast clouds
471,Vila Franca Do Campo,PT,37.7167,-25.4333,57.61,69,100,12.39,overcast clouds
472,Todos Santos,MX,23.45,-110.2167,67.44,60,1,5.75,clear sky
473,Kaputa,ZM,-8.4689,29.6619,68.54,92,100,3.56,overcast clouds
474,Sharjah,AE,25.3573,55.4033,80.58,49,0,4.61,clear sky
475,Te Anau,NZ,-45.4167,167.7167,64.76,75,98,6.85,overcast clouds
476,Karratha,AU,-20.7377,116.8463,90.9,47,2,6.11,clear sky
477,Luderitz,NA,-26.6481,15.1594,70.09,74,5,1.63,clear sky
478,Renqiu,CN,38.6989,116.0936,51.76,58,97,16.87,overcast clouds
479,Tarakan,ID,3.3,117.6333,80.1,89,75,5.75,broken clouds
480,Komsomolskiy,UZ,40.4272,71.7189,48.92,81,77,2.3,broken clouds
481,Kaseda,JP,31.4167,130.3167,62.73,58,100,9.1,overcast clouds
482,Abha,SA,18.2164,42.5053,62.42,51,0,14.97,clear sky
483,Glencoe,ZA,-28.1783,30.147,59.63,97,71,2.19,broken clouds
484,Raymond,US,43.9015,-70.4703,40.15,65,100,3.65,overcast clouds
485,Sikonge,TZ,-5.6333,32.7667,62.91,95,100,4.76,overcast clouds
486,Northam,GB,51.0333,-4.2167,46.26,91,100,16.73,overcast clouds
487,Bengkulu,ID,-3.8004,102.2655,78.31,84,99,3.44,overcast clouds
488,Isangel,VU,-19.55,169.2667,86.11,70,20,6.91,few clouds
489,Ketchikan,US,55.3422,-131.6461,37.38,100,100,8.05,light snow
490,Pareora,NZ,-44.4871,171.2132,71.19,85,100,16.11,overcast clouds
491,Valparaiso,CL,-33.0393,-71.6273,62.65,73,0,10.89,clear sky
492,Inta,RU,66.0317,60.1659,8.02,81,100,20.78,overcast clouds
493,Palauig,PH,15.435,119.9045,84.31,62,98,1.7,overcast clouds
494,Crystal Beach,CA,42.8699,-79.0583,34.11,76,16,11.5,few clouds
495,Gao,ML,16.6362,1.637,75.54,12,10,11.43,clear sky
496,Talara,PE,-4.5772,-81.2719,75.81,80,100,8.37,overcast clouds
497,Ixtapa,MX,20.7,-105.2,72.63,60,0,11.5,clear sky
498,Callaguip,PH,18.0714,120.4867,82.42,65,75,3.44,broken clouds
499,Qasigiannguit,GL,68.8193,-51.1922,-9.89,90,100,4.61,overcast clouds
500,Kavaratti,IN,10.5669,72.642,82.09,71,18,5.39,few clouds
501,Rondonopolis,BR,-16.4708,-54.6356,73.53,91,33,0.87,scattered clouds
502,Wembley,AU,-31.9333,115.8,88.0,27,0,16.11,clear sky
503,Port Lincoln,AU,-34.7333,135.8667,66.96,67,72,10.56,broken clouds
504,Caldwell,US,43.6629,-116.6874,42.94,27,0,5.75,clear sky
505,Taltal,CL,-25.4,-70.4833,68.04,78,6,4.65,clear sky
506,Guaira,BR,-20.3183,-48.3106,73.67,67,37,1.5,scattered clouds
507,Seoul,KR,37.5683,126.9778,44.2,66,75,4.61,broken clouds
508,Flagstaff,US,35.1981,-111.6513,31.66,88,100,9.22,mist
509,Malanje,AO,-9.5402,16.341,65.43,97,100,3.51,overcast clouds
510,Sorland,NO,67.667,12.6934,41.88,91,100,14.56,overcast clouds
511,Machinga,MW,-15.1685,35.3,65.57,95,100,3.49,overcast clouds
512,Yar-Sale,RU,66.8333,70.8333,-5.91,92,100,8.43,overcast clouds
513,Miyako,JP,39.6367,141.9525,48.16,51,99,6.22,overcast clouds
514,Potiskum,NG,11.7091,11.0694,76.08,22,17,10.4,few clouds
515,Navahrudak,BY,53.6,25.8333,17.83,64,10,4.56,clear sky
516,Korla,CN,41.7597,86.1469,47.35,26,100,7.38,overcast clouds
517,Inyonga,TZ,-6.7167,32.0667,64.08,95,100,4.97,overcast clouds
518,Krasnyy Chikoy,RU,50.3643,108.7512,14.47,88,100,3.78,overcast clouds
519,Iguatu,BR,-6.3594,-39.2986,76.91,73,91,2.66,overcast clouds
520,Boende,CD,-0.2167,20.8667,69.13,99,100,2.42,moderate rain
521,Aripuana,BR,-9.1667,-60.6333,73.0,99,100,1.9,overcast clouds
522,Konosha,RU,60.9736,40.257,10.9,96,69,6.11,broken clouds
523,Nahrin,AF,36.0649,69.1334,57.52,38,100,6.29,overcast clouds
524,Illapel,CL,-31.6308,-71.1653,68.88,54,0,2.59,clear sky
525,Port-Gentil,GA,-0.7193,8.7815,81.54,78,100,8.66,overcast clouds
526,Norman Wells,CA,65.282,-126.8329,-3.96,59,75,8.05,broken clouds
527,Kenai,US,60.5544,-151.2583,37.02,93,100,20.71,light snow
528,Sosnovo,RU,60.5514,30.2144,25.25,90,100,11.32,overcast clouds
529,Alta Floresta,BR,-9.8756,-56.0861,71.28,97,97,1.9,overcast clouds
530,Hammerfest,NO,70.6634,23.6821,39.65,81,75,34.52,shower rain
531,Bestobe,KZ,52.4994,73.0975,-8.01,100,92,6.82,overcast clouds
532,Marienburg,PL,54.0359,19.0266,27.88,50,59,6.82,broken clouds
533,Ampanihy,MG,-24.7,44.75,73.35,91,0,7.0,clear sky
534,Kalabo,ZM,-14.97,22.6814,65.16,95,79,4.65,broken clouds
535,Half Moon Bay,US,37.4636,-122.4286,68.52,40,0,18.41,clear sky
536,Itacare,BR,-14.2775,-38.9967,77.23,88,46,6.98,scattered clouds
537,Rudnichnyy,RU,59.617,52.4703,-12.87,100,52,2.13,broken clouds
538,Souillac,MU,-20.5167,57.5167,79.18,89,40,4.61,scattered clouds
539,Emerald,AU,-23.5333,148.1667,82.54,69,100,9.22,overcast clouds
540,Nagorsk,RU,59.3172,50.8078,-12.39,100,56,2.08,broken clouds
541,Krasnoselkup,RU,65.7,82.4667,-9.76,100,97,2.82,overcast clouds
542,Coruripe,BR,-10.1256,-36.1756,78.48,77,77,9.17,broken clouds
543,Yeppoon,AU,-23.1333,150.7333,82.18,74,35,13.76,light rain
544,Daoukro,CI,7.0591,-3.9631,76.48,79,72,4.45,broken clouds
545,Pitimbu,BR,-7.4706,-34.8086,81.19,72,92,11.61,overcast clouds
546,Westport,US,41.1415,-73.3579,43.02,70,0,3.44,clear sky
547,Wuchang,CN,44.9143,127.15,32.27,44,0,16.42,clear sky
548,Trincomalee,LK,8.5711,81.2335,79.83,72,97,5.28,overcast clouds
549,Gainesville,US,29.6516,-82.3248,66.92,89,0,0.0,clear sky
550,Makurdi,NG,7.7411,8.5121,85.91,43,16,7.07,few clouds
551,Kurchum,KZ,48.5722,83.6542,3.27,99,100,1.79,overcast clouds
552,Praia,CV,14.9215,-23.5087,69.04,79,1,16.93,clear sky
553,Monrovia,LR,6.3005,-10.7969,79.48,92,34,6.06,scattered clouds
554,Pangnirtung,CA,66.1451,-65.7125,-9.98,99,100,1.28,overcast clouds
555,Shu,KZ,43.5983,73.7614,45.66,77,100,6.17,light rain
556,Mehran,IR,33.1222,46.1646,67.62,53,100,3.62,overcast clouds
557,Tibu,CO,8.639,-72.7358,76.91,82,55,0.11,broken clouds
558,Hambantota,LK,6.1241,81.1185,75.54,100,20,3.44,few clouds
559,Chizhou,CN,30.6578,117.4831,69.13,58,6,1.54,clear sky
560,Langsa,ID,4.4683,97.9683,76.17,92,94,2.06,overcast clouds
561,Burhaniye,TR,39.5004,26.9727,33.71,60,40,16.11,scattered clouds
562,Skegness,GB,53.1436,0.3363,50.07,82,37,14.85,scattered clouds
563,Iida,JP,35.5197,137.8207,53.67,30,2,3.96,clear sky
564,Sol-Iletsk,RU,51.1631,54.9918,14.61,94,100,19.44,light snow
565,Taywarah,AF,33.35,64.4167,36.45,76,100,4.5,overcast clouds
566,Lavrentiya,RU,65.5833,-171.0,13.08,68,0,14.61,clear sky
567,Homer,US,59.6425,-151.5483,42.69,71,100,5.75,light rain
568,Zhicheng,CN,30.2956,111.5047,68.38,65,0,1.83,clear sky
569,Yangambi,CD,0.8102,24.4336,70.68,97,100,2.1,light rain
570,Makat,KZ,47.6469,53.3463,28.94,95,100,10.49,overcast clouds
571,Lodwar,KE,3.1191,35.5973,82.98,36,21,4.07,few clouds
572,Dibulla,CO,11.2725,-73.3091,78.31,83,42,3.87,scattered clouds
573,Cloquet,US,46.7216,-92.4594,17.67,56,100,5.75,overcast clouds
574,Aksarka,RU,66.5606,67.7975,-3.08,90,100,10.76,overcast clouds
575,Svetlogorsk,BY,52.6333,29.7333,17.19,72,7,9.82,clear sky
576,Inhambane,MZ,-23.865,35.3833,74.95,87,11,9.69,few clouds
577,Nokaneng,BW,-19.6667,22.2667,69.06,85,98,4.09,light rain
578,Tahta,EG,26.7693,31.5021,53.35,36,0,11.43,clear sky
579,Vyazemskiy,RU,47.5378,134.7525,31.64,80,6,11.74,clear sky
580,Maragogi,BR,-9.0122,-35.2225,79.25,72,82,8.84,broken clouds
581,Havelock,US,34.8791,-76.9013,49.95,93,100,5.01,overcast clouds
582,Sharanga,RU,57.1775,46.5396,-3.68,99,29,3.47,scattered clouds
583,Gilgit,PK,35.9221,74.3087,37.71,56,14,4.05,few clouds
584,Sabalgarh,IN,26.25,77.4,67.05,35,0,2.44,clear sky
585,Konstantinovskoye,RU,45.2992,42.6367,28.98,68,100,10.85,overcast clouds
586,Sterling,US,39.0062,-77.4286,48.2,59,100,3.44,overcast clouds
587,Hirtshals,DK,57.5881,9.9592,36.84,81,0,15.86,clear sky
588,Ankara,TR,39.9199,32.8543,26.2,63,75,17.27,broken clouds
589,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.36,73,67,8.81,broken clouds
590,Kamaishi,JP,39.2667,141.8833,47.03,62,100,10.13,overcast clouds
591,Simao,CN,22.7886,100.9748,67.55,38,6,1.05,clear sky
592,Awbari,LY,26.5921,12.7805,50.76,31,100,7.67,overcast clouds
593,Leshan,CN,29.5623,103.7639,69.55,55,0,2.53,clear sky
594,Tafresh,IR,34.692,50.013,48.2,68,61,23.02,broken clouds
595,Maniitsoq,GL,65.4167,-52.9,-8.9,92,32,5.73,scattered clouds
596,Zhezkazgan,KZ,47.8043,67.7144,24.64,90,100,14.88,snow
597,Sarakhs,IR,36.5449,61.1577,59.14,72,100,2.3,overcast clouds
598,Guiberoua,CI,6.2392,-6.1727,77.5,82,96,4.5,overcast clouds
599,Americus,US,32.0724,-84.2327,66.33,82,40,3.44,scattered clouds
600,Paamiut,GL,61.994,-49.6678,-1.62,92,60,12.46,broken clouds
601,Dwarka,IN,22.2394,68.9678,74.16,75,0,10.94,clear sky
602,Tikrit,IQ,34.6071,43.6782,57.2,58,97,14.56,overcast clouds
603,Alofi,NU,-19.0595,-169.9187,84.09,79,75,9.22,broken clouds
604,Zhenjiang,CN,32.2092,119.4342,67.8,63,3,3.38,clear sky
605,Cabo Rojo,PR,18.0866,-67.1457,78.67,85,0,11.52,clear sky
606,Preobrazheniye,RU,42.9019,133.9064,43.99,60,22,7.29,few clouds
607,Byron Bay,AU,-28.65,153.6167,67.89,90,100,10.89,light rain
608,Lamar,US,33.6668,-95.5836,60.71,39,0,6.91,clear sky
609,Saint-Louis,SN,16.3333,-15.0,78.44,9,55,11.52,broken clouds
610,Brooks,CA,50.5834,-111.8851,10.38,56,97,2.3,overcast clouds
611,Shizuishan,CN,39.2333,106.7694,52.88,61,100,3.49,overcast clouds
612,Hami,CN,42.8,93.45,44.2,47,1,11.21,clear sky
613,Christchurch,NZ,-43.5333,172.6333,82.33,45,50,8.05,scattered clouds
614,Nizhnyaya Omka,RU,55.4338,74.9426,-10.43,99,20,7.76,few clouds
615,Hay River,CA,60.8156,-115.7999,-2.24,54,20,0.0,few clouds
616,Santa Rosa,PH,14.3122,121.1114,82.11,76,100,8.55,overcast clouds
617,Nikolayevsk-Na-Amure,RU,53.1406,140.73,24.82,90,100,7.43,overcast clouds
618,Aleksandrov,RU,56.4,38.71,6.44,98,70,3.4,broken clouds
619,Hovd,MN,48.0056,91.6419,21.97,50,0,13.96,clear sky
620,Kulhudhuffushi,MV,6.6221,73.07,82.35,71,2,5.14,clear sky
621,Canutama,BR,-6.5339,-64.3831,73.54,97,40,2.89,scattered clouds
622,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,83,42,17.2,scattered clouds
623,Kongwa,TZ,-6.2,36.4167,64.47,98,100,3.33,overcast clouds
624,Misratah,LY,32.3754,15.0925,53.31,59,75,1.54,broken clouds
625,Madang,PG,-5.2246,145.7966,87.06,61,20,2.13,few clouds
626,Kayerkan,RU,69.3497,87.7602,-27.56,99,95,5.48,overcast clouds
627,Cootamundra,AU,-34.65,148.0333,71.94,43,5,7.34,clear sky
628,Peniche,PT,39.3558,-9.3811,59.29,92,100,22.84,light rain
629,Kieta,PG,-6.2167,155.6333,85.69,67,84,5.64,broken clouds
630,San Bernardo,CL,-33.6,-70.7167,76.05,24,3,3.18,clear sky
631,Wagar,SD,16.1525,36.2032,77.36,64,57,18.63,broken clouds
632,Dunedin,NZ,-45.8742,170.5036,66.79,73,100,7.0,overcast clouds
633,Palmer,US,42.1584,-72.3287,38.75,76,75,4.61,broken clouds
634,Kumbhraj,IN,24.3667,77.05,69.19,35,1,4.59,clear sky
635,Sarahan,IN,31.5167,77.8,38.5,40,0,11.23,clear sky
636,Yambio,SS,4.5721,28.3955,74.08,50,28,4.32,scattered clouds
637,Manuk Mangkaw,PH,4.8,119.85,82.06,77,92,6.49,overcast clouds
638,Brigantine,US,39.4101,-74.3646,40.05,82,0,0.0,clear sky
639,Kuusamo,FI,65.9667,29.1833,28.44,93,100,10.36,overcast clouds
640,Quang Ngai,VN,15.1167,108.8,72.72,80,19,5.3,few clouds
641,Tambacounda,SN,13.7539,-13.7586,86.05,14,100,6.91,overcast clouds
642,Terrace,CA,54.5163,-128.6035,35.51,100,100,2.3,overcast clouds
643,Aromashevo,RU,56.8602,68.6375,-20.67,100,100,4.7,overcast clouds
644,Japura,ID,-0.3167,102.35,76.08,94,77,0.83,broken clouds
645,Vanavara,RU,60.34,102.2797,-15.92,98,81,4.5,broken clouds
646,Rodos,GR,36.4408,28.2225,44.26,47,40,18.41,scattered clouds
647,Araouane,ML,18.9048,-3.5265,70.34,13,6,11.97,clear sky
648,Hondo,JP,32.45,130.2,58.75,64,100,3.74,overcast clouds
649,Truth Or Consequences,US,33.1284,-107.2528,64.63,13,0,23.02,clear sky
650,Dzerzhinsk,RU,56.2389,43.4631,13.82,67,75,2.24,broken clouds
651,Norilsk,RU,69.3535,88.2027,-29.61,99,89,6.15,overcast clouds
652,Pundaguitan,PH,6.3711,126.1689,81.99,79,74,8.79,broken clouds
653,Flinders,AU,-34.5833,150.8552,74.05,61,13,4.0,few clouds
654,General Roca,AR,-39.0333,-67.5833,63.63,33,3,8.59,clear sky
655,Chornukhy,UA,50.2673,32.942,17.4,84,100,17.98,overcast clouds
656,Guerrero Negro,MX,27.9769,-114.0611,62.02,67,100,17.69,overcast clouds
657,Bahia Honda,CU,22.9036,-83.1592,75.81,80,11,10.02,few clouds
658,Victor Harbor,AU,-35.5667,138.6167,64.99,72,79,8.99,broken clouds
659,Necochea,AR,-38.5473,-58.7368,60.82,66,51,10.49,broken clouds
660,Vanderhoof,CA,54.0166,-124.0198,30.97,82,100,2.89,overcast clouds
661,Zastron,ZA,-30.3023,27.084,59.29,63,0,5.19,clear sky
662,Eskisehir,TR,39.7767,30.5206,26.47,80,75,11.5,broken clouds
663,Kyshtovka,RU,56.555,76.6271,-22.61,100,60,5.66,broken clouds
664,Maxixe,MZ,-23.8597,35.3472,73.71,90,8,8.3,clear sky
665,Adre,TD,13.4667,22.2,71.98,25,25,25.17,scattered clouds
666,Mecca,SA,21.4267,39.8261,71.83,85,25,4.27,scattered clouds
667,Ahuimanu,US,21.4447,-157.8378,85.14,70,40,9.22,scattered clouds
668,Namibe,AO,-15.1961,12.1522,72.34,84,100,5.97,overcast clouds
669,Minab,IR,27.1467,57.0801,74.46,45,10,1.03,clear sky
670,Jodoigne,BE,50.7236,4.8691,47.59,49,5,6.91,clear sky
671,Bandar-E Lengeh,IR,26.5579,54.8807,75.31,73,49,9.22,scattered clouds
672,Teya,RU,60.3778,92.6267,-24.52,100,76,1.79,broken clouds
673,Newport,GB,51.5877,-2.9984,50.11,86,99,9.13,overcast clouds
674,Kombissiri,BF,12.0656,-1.3375,82.29,9,47,8.88,scattered clouds
675,Marrakesh,MA,31.6315,-8.0083,57.27,67,0,3.44,clear sky
676,Kobayashi,JP,31.9833,130.9833,54.37,54,100,3.0,overcast clouds
677,Kichera,RU,55.9375,110.0997,7.45,91,91,1.88,overcast clouds
678,Turukhansk,RU,65.8167,87.9833,-25.56,99,100,3.51,overcast clouds
679,Batticaloa,LK,7.7102,81.6924,78.49,79,100,4.43,overcast clouds
680,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,15.66,97,96,2.48,overcast clouds
681,Manokwari,ID,-0.8667,134.0833,82.17,72,99,5.23,overcast clouds
